0	1400	100

3	320	736	1280	32	4
3	1408	704	192	32	4
3	1536	384	64	224	4
3	896	640	64	32	4
3	640	640	64	32	4
3	192	704	128	32	4
3	128	640	64	32	4
3	256	576	192	32	4
3	64	384	64	448	4
3	0	0	64	384	4
3	64	320	64	64	4
3	128	384	64	32	4
3	160	320	32	32	4
3	256	192	64	64	4
3	320	320	320	32	4
3	448	192	64	32	4
3	576	384	896	32	4
3	704	320	64	32	4
3	832	256	64	32	4
3	896	320	64	32	4
3	960	352	128	32	4
3	960	224	64	32	4
3	1088	192	64	32	4
3	1216	320	128	32	4
3	1344	288	64	32	4
3	1408	224	64	32	4
3	1472	0	64	160	4
3	1472	256	64	128	4
-555
